AnswerID,Text_KR,Text_EN,NextTextID,AnswerReward,Font_Direction,Ending_Memoriar,Counting_for_RealEnding3
100356,‘어쩌면 좋지..’,,10181,,,FALSE,FALSE
100357,“그건..”,,10182,,,FALSE,FALSE
100358,“큰일이군..”,,10182,,,FALSE,FALSE
100359,“미셸 중위..”,,10183,,,FALSE,FALSE
100360,“내 동기이긴 하지..”,,10183,,,FALSE,FALSE
100361,‘이 녀석을 괜히 자극할 필요는 없다.’,,10184,정치력 10 상승,2000009,FALSE,FALSE
100362,‘이런 상대일수록 강하게 나가야한다!’,,10185,정치력 10 하락,2000009,FALSE,FALSE
100363,‘오랜만이야 미셸.’,,10186,,,FALSE,FALSE
100364,‘잘 지내고 있는가? 미셸’,,10186,,,FALSE,FALSE
100365,"‘이봐, 미셸 소령. 하고 싶은 말이 있네만.’",,10186,,,FALSE,FALSE
100366,‘소령. 잠시 나와 이야기 하지.’,,10186,,,FALSE,FALSE
100367,휴대용 전화기를 꺼내어 전화번호를 살핀다.,,,,,FALSE,FALSE
100368,홀로그램 통신 장비를 켜 전화번호를 살핀다.,,,,,FALSE,FALSE
100369,“미셸. 오랜만이야.”,,10188,,,FALSE,FALSE
100370,“오랜만이네. 소령”,,10188,,,FALSE,FALSE
100371,“너무 날 세우지 말게.”,,10189,,,FALSE,FALSE
100372,“자네의 도움이 필요해.”,,10189,,,FALSE,FALSE
100373,“자네가 날 인정하지 않는다는 건 알고 있네..”,,10190,,2000009,FALSE,FALSE
100374,우리 모두 조국을 위해 이곳에 있는 거 아니겠는가?,,10207,,2000009,TRUE,FALSE
100375,“그래”,,10191,,,FALSE,FALSE
100376,“그럼 너에게 어울린다는 건가?”,,10191,,,FALSE,FALSE
100377,니가 나보다 잘해 낼 수 있을거라고생각하나?,,10192,,2000009,FALSE,FALSE
100378,“미셸.. 우리 감정싸움은 그만 하지.”,,10199,,2000009,FALSE,FALSE
100379,“장 미셸 소령.”,,10193,,,FALSE,FALSE
100380,“말 가려서하게.”,,10193,,,FALSE,FALSE
100381,“물자 지원이 필요하네.”,,10194,,,FALSE,FALSE
100382,“후방부대에 물자는 어느정도 있지?”,,10194,,,FALSE,FALSE
100383,“후방에서 니들이 하는게 뭐지?”,,10195,,2000009,FALSE,FALSE
100384,“전시 사령부의 공문이 갈걸세.”,,10197,,2000009,FALSE,FALSE
100385,거칠게 통신을 끊는다.,,10196,,,FALSE,FALSE
100386,욕설을 퍼붓는다.,,10196,,,FALSE,FALSE
100387,이를 갈며 자리에 앉는다.,,,정치력 40 하락,,FALSE,FALSE
100388,화를 씩씩거리며 자리에 앉는다.,,,정치력 40 하락,,FALSE,FALSE
100389,“난 자네처럼..”,,10198,,,FALSE,FALSE
100390,“불필요한 감정을 앞세우지 않거든.”,,10198,,,FALSE,FALSE
100391,더 통신할 필요가 없다.,,,정치력 20 하락,,FALSE,FALSE
100392,통신을 끊는다.,,,정치력 20 하락,,FALSE,FALSE
100393,내가 도움을 요청할 수 있는건 자네 뿐이네.,,10200,,,FALSE,FALSE
100394,“정말 보급품이 절실하네.”,,10200,,,FALSE,FALSE
100395,“자네의 인맥을 동원해 볼 수는 없는가?”,,10201,,2000009,TRUE,FALSE
100396,“알고있네.. 많은 걸 바라는 건 아닐세.”,,10204,,2000009,TRUE,FALSE
100397,“그렇게 해준다면..”,,10202,,,FALSE,FALSE
100398,“너무 감사하네.”,,10202,,,FALSE,FALSE
100399,“알겠네.”,,10203,,,FALSE,FALSE
100400,“조언 고맙네.”,,10203,,,FALSE,FALSE
100401,“자네의 도움은 내가 반드시..”,,,"물자 40 상승,정치력 20 상승,병력 10 상승",,FALSE,FALSE
100402,“보답하겠네.”,,,"물자 40 상승,정치력 20 상승 ,병력 10 상승",,FALSE,FALSE
100403,‘확실히 급한 물품들이군..’,,10205,,,FALSE,FALSE
100404,‘그래도 턱없이 부족하다.’,,10205,,,FALSE,FALSE
100405,“도와줘서 정말 고맙네.”,,10206,,,FALSE,FALSE
100406,“급한 불은 끌 수 있을 것 같네.”,,10206,,,FALSE,FALSE
100407,“알고있네.”,,,"물자 10 상승,병력 10 상승",,FALSE,FALSE
100408,“자네의 공적은 확실히 전하겠네.”,,,"물자 10 상승,병력 10 상승",,FALSE,FALSE
100409,“그렇지 않다는거 자네도 알지 않는가.”,,10208,,2000009,FALSE,FALSE
100410,포장이라.. 내가 자네에게 증명이라도 해야 된다는 건가?,,10217,,2000009,FALSE,FALSE
100411,“진심이네.”,,10209,,,FALSE,FALSE
100412,“거짓말이 아니야.”,,10209,,,FALSE,FALSE
100413,“자네의 충성심을 난 알고 있네.”,,10210,,,FALSE,FALSE
100414,“자네도 나와 같은 마음 아닌가.”,,10210,,,FALSE,FALSE
100415,필요한 것들을 말한다.,,10211,,2000009,FALSE,FALSE
100416,후방 부대의 상황에 대해 먼저 묻는다.,,10214,,2000009,TRUE,FALSE
100417,“알고있네.”,,10212,,,FALSE,FALSE
100418,“지금 급한 불만 끄면 되네.”,,10212,,,FALSE,FALSE
100419,“고맙네.”,,10213,,,FALSE,FALSE
100420,“이 일은 꼭 보답하도록 하지.”,,10213,,,FALSE,FALSE
100421,‘다행히 급한 물품들이군..’,,,"물자 10 상승,정치력 20 상승",,FALSE,FALSE
100422,‘그래도 턱없이 부족하다.’,,,"물자 10 상승,정치력 20 상승",,FALSE,FALSE
100423,차분한 톤으로 이야기한다.,,10215,,,FALSE,FALSE
100424,가라앉은 톤으로 이야기한다.,,10215,,,FALSE,FALSE
100425,“도와줘서 정말 고맙네.”,,10216,,,FALSE,FALSE
100426,“자네의 공적은 확실히 전하겠네.”,,10216,,,FALSE,FALSE
100427,미소를 띄우며 인사하며 통화를 끊는다.,,,"물자 40 상승,병력 20 상승,정치력 40 상승",,FALSE,FALSE
100428,감사함을 표하며 인사를 하고 전화를 끊는다.,,,"물자 40 상승,병력 20 상승,정치력 40 상승",,FALSE,FALSE
100429,“하…”,,10218,,,FALSE,FALSE
100430,“알겠네.”,,10218,,,FALSE,FALSE
100431,“알고있네.”,,10219,,,FALSE,FALSE
100432,“그래도 어떻게 안되겠는가”,,10219,,,FALSE,FALSE
100433,“그에 맞는 값?”,,10220,,,FALSE,FALSE
100434,“그게 뭔가?”,,10220,,,FALSE,FALSE
100435,거래에 응한다.,,10221,,2000009,FALSE,FALSE
100436,응하지 않는다.,,10224,,2000009,FALSE,FALSE
100437,탄약,,10222,,2000009,FALSE,FALSE
100438,식료품,,10223,,2000009,FALSE,FALSE
100439,‘그래.. 탄약은..’,,,"병력 10 하락,물자 10 상승",,FALSE,FALSE
100440,‘식료품보단 확보하기 쉽다.’,,,"병력 10 하락,물자 10 상승",,FALSE,FALSE
100441,‘지금 급한건..’,,,"물자 10 상승,리더십 10 하락",,FALSE,FALSE
100442,‘의약품이니까..’,,,"물자 10 상승,리더십 10 하락",,FALSE,FALSE
100443,“미안 하지만..”,,10225,,,FALSE,FALSE
100444,“응하지 않겠네.”,,10225,,,FALSE,FALSE
100445,‘이게 맞는 선택일까..’,,,,,FALSE,FALSE
100446,‘알 수 없다..’,,,,,FALSE,FALSE
100447,‘착잡해지니 그만보자.’,,10227,,,FALSE,FALSE
100448,‘처리해야 할 문서가 있다.’,,10227,,,FALSE,FALSE
100449,“적진에서..?”,,10228,,,FALSE,FALSE
100450,“어서 줘보게.”,,10228,,,FALSE,FALSE
100451,“일단 통신병에게 진위여부 확인하고..”,,10229,,,FALSE,FALSE
100452,“상황을 지켜보도록 하지.”,,10229,,,FALSE,FALSE
100453,“부관.”,,10230,,,FALSE,FALSE
100454,“잠시 회의좀 하지.”,,10230,,,FALSE,FALSE
100455,“단도 직입적으로 말하겠네. 포로 교환을 하도록 하지.”,,10231,,2000009,TRUE,FALSE
100456,“단도 직입적으로 말하겠네. 포로 교환은 없네.”,,10248,,2000009,TRUE,FALSE
100457,“그렇다고 보네.”,,10232,,2000009,FALSE,FALSE
100458,“저메니라기 보단 해당 부대 지휘관의 독단적 행동으로 생각되네.”,,10242,,2000009,FALSE,FALSE
100459,“그렇게 하도록.”,,10233,,2000009,FALSE,FALSE
100460,“그러지 말게.”,,10238,,2000009,FALSE,FALSE
100461,“어쩔수 없군..”,,10234,,2000009,FALSE,FALSE
100462,“하.. 싫은 상황이 왔군.”,,10236,,2000009,FALSE,FALSE
100463,“부관.. 사령부의 뜻이 이렇다면..”,,10235,,,FALSE,FALSE
100464,“우린 이걸 따르세..”,,10235,,,FALSE,FALSE
100465,“그렇게 하게.”,,,리더십 20 상승,,FALSE,FALSE
100466,병사들중 전투가 가능한 인원은 다시 전선으로 보내도록.,,,"리더십 20 하락,병력 10 상승",,FALSE,FALSE
100467,‘적이 보내온 화해의 스탠스를..’,,10237,,,FALSE,FALSE
100468,‘놓치고 싶지 않다.’,,10237,,,FALSE,FALSE
100469,“그래. 그러도록.”,,,"리더십 10 상승,정치력 20 하락,카르마 40 상승",,FALSE,FALSE
100470,“걱정말고 돌려보내게.”,,,"리더십 10 상승,정치력 20 하락,카르마 40 상승",,FALSE,FALSE
100471,“나는.. 적이 보내온 이 화해의 표시를..”,,10239,,,FALSE,FALSE
100472,“확실히 돌려주고 싶네.”,,10239,,,FALSE,FALSE
100473,“그래 그렇게 하도록.”,,10240,,2000009,FALSE,FALSE
100474,“..사령부가 눈치 못챌 만큼만 보내도록..”,,10241,,2000009,FALSE,FALSE
100475,‘이 선택이 전쟁 종식의..’,,,"카르마 40 상승,리더십 20 상승",,FALSE,FALSE
100476,‘씨앗이 되길..’,,,"카르마 40 상승,리더십 20 상승",,FALSE,FALSE
100477,‘사령부에 들키지 않으면서..’,,,카르마 10 상승,,FALSE,FALSE
100478,‘보답을 하려면 어쩔 수 없군..’,,,카르마 10 상승,,FALSE,FALSE
100479,“그렇네.. 저메니가 이런..”,,10243,,,FALSE,FALSE
100480,“일을 할 것이라고 생각하진 않네.”,,10243,,,FALSE,FALSE
100481,“지휘관 개인의 선의인 것이지.”,,10244,,2000009,FALSE,FALSE
100482,“지휘관 개인의 일탈이라고 생각하네.”,,10246,,2000009,FALSE,FALSE
100483,“인간은 늘 나아지기 위해..”,,10245,,,FALSE,FALSE
100484,“노력하는 존재니까.”,,10245,,,FALSE,FALSE
100485,‘이번 크리스마스는..’,,,"카르마 40 상승,리더십 40 상승",,FALSE,FALSE
100486,‘이런 상황속에서도 웃을 수 있길.’,,,"카르마 40 상승,리더십 40 상승",,FALSE,FALSE
100487,“정부에 알리지 않은..”,,10247,,,FALSE,FALSE
100488,“군인에겐 일탈일 수 있지.”,,10247,,,FALSE,FALSE
100489,‘이번 크리스마스는..’,,,"카르마 20 상승,리더십 20 상승",,FALSE,FALSE
100490,‘잠시나마 평화를 느껴보자고. 지휘관.’,,,"카르마 20 상승,리더십 20 상승",,FALSE,FALSE
100491,"“부관, 아니네.”",,10249,,,FALSE,FALSE
100492,“이건 저메니의 의도가 아냐.”,,10249,,,FALSE,FALSE
100493,“이건 함정이네.”,,10250,,2000009,FALSE,FALSE
100494,“이건 적 지휘관의 개인의 선택인 거지.”,,10256,,2000009,FALSE,FALSE
100495,“분명 병사들중 세뇌된 자들이 있을 걸세. 사상검증을 하도록.”,,10251,,2000009,TRUE,FALSE
100496,“우리 병사들에게 자신들이 자비롭다는 이미지를 씌우려는 속셈이네.”,,10253,,2000009,FALSE,FALSE
100497,“용납 할 수없네..”,,10252,,,FALSE,FALSE
100498,“내부에서 무너지는 것이 더 최악이지..”,,10252,,,FALSE,FALSE
100499,‘가혹하지만 어쩔 수 없다..’,,,"카르마 20 하락,리더십 20 하락",,FALSE,FALSE
100500,전방이 무너지면 더욱 가혹한 일이 기다릴 것이다.,,,"카르마 20 하락,리더십 20 하락",,FALSE,FALSE
100501,“탈영을 종용하기 위한 걸세.”,,10254,카르마 10 하락,2000009,FALSE,FALSE
100502,"병사들에게 선악을 모호하게 해,사기를 꺾을 생각인 걸세.",,10255,,2000009,FALSE,FALSE
100503,“그러니 우리가 이것에..”,,,,,FALSE,FALSE
100504,“응답할 필요가 없다고 보네.”,,,,,FALSE,FALSE
100505,‘병사들은 프란츠 제국이..’,,,"카르마 10 하락,리더십 10 상승",,FALSE,FALSE
100506,‘정의라고 믿고 있어야해.’,,,"카르마 10 하락,리더십 10 상승",,FALSE,FALSE
100507,“우린 이에 응답할 필요가 없네.”,,10257,,,FALSE,FALSE
100508,“목적은 모르나.. 따를 필요가 없다고 보네.”,,10257,,,FALSE,FALSE
100509,“그렇네.”,,10258,,,FALSE,FALSE
100510,“정확히 정리 했네.”,,10258,,,FALSE,FALSE
100511,‘전쟁 중이다..손익을 따지는 것은..’,,,,,FALSE,FALSE
100512,‘이는 어찌할 수 없는 것 이다.’,,,,,FALSE,FALSE
100513,“박사는 나를 불러놓고..”,,10260,,,FALSE,FALSE
100514,“솔베이 회의로 잠시 부재중이다.”,,10260,,,FALSE,FALSE
100515,연구장비를 본다.,,10261,,2000009,FALSE,FALSE
100516,서류를 살펴본다.,,10268,,2000009,FALSE,FALSE
100517,‘여전히 너저분 하구나.’,,10262,,,FALSE,FALSE
100518,‘전에는 깔끔하지 않았었나..?’,,10262,,,FALSE,FALSE
100519,주변의 문서들을 읽어본다.,,10263,,2000009,FALSE,FALSE
100520,다른 기구들을 살펴본다.,,10265,,2000009,FALSE,FALSE
100521,‘무슨..소설 속 이야기 같다.’,,10264,,,FALSE,FALSE
100522,괜히 손목이 아려온다.,,10264,,,FALSE,FALSE
100523,“박사의 이름 짓는 능력은..”,,10275,,,FALSE,FALSE
100524,“절망적인것 같군.”,,10275,,,FALSE,FALSE
100525,이름을 본다.,,10266,,2000009,FALSE,FALSE
100526,주변 문서를 본다.,,10267,,2000009,FALSE,FALSE
100527,‘이름으로 유추하자면..’,,10275,,,FALSE,FALSE
100528,‘양자 터미널 정도겠군..’,,10275,,,FALSE,FALSE
100529,‘설명을 봐도 확 와닿지 않네.’,,10275,,,FALSE,FALSE
100530,‘박사는 문서관리를 잘 해야 할 것 같다.’,,10275,,,FALSE,FALSE
100531,양자와 시간의 관계라고 적힌 파일을 살펴본다.,,10269,,2000009,FALSE,FALSE
100532,인간행동과 가치관의 변화요인이라고 적힌 파일을 살펴본다.,,10272,,2000009,FALSE,FALSE
100533,‘시간여행이라니..’,,10270,,,FALSE,FALSE
100534,‘박사는 이런걸 연구하고 있는 건가.’,,10270,,,FALSE,FALSE
100535,‘퀀텀 터미널이라..’,,10271,,,FALSE,FALSE
100536,‘이걸 말하는 걸까?’,,10271,,,FALSE,FALSE
100537,‘이상한 전구 같은 것이..’,,10275,,,FALSE,FALSE
100538,‘잔뜩 붙어있군.’,,10275,,,FALSE,FALSE
100539,‘이런 질문..’,,10273,,,FALSE,FALSE
100540,‘받지 않았었나..?’,,10273,,,FALSE,FALSE
100541,‘내용을 정확하게는..’,,10274,,,FALSE,FALSE
100542,‘알기 어렵군.’,,10274,,,FALSE,FALSE
100543,‘이런 철학적인 것도..’,,10275,,,FALSE,FALSE
100544,‘연구하는 군.’,,10275,,,FALSE,FALSE
100545,"“아, 박사.”",,10276,,,FALSE,FALSE
100546,“이것저것 만져서 미안합니다.”,,10276,,,FALSE,FALSE
100547,실험기구에 대해 묻는다.,,10277,,2000009,TRUE,FALSE
100548,문서에 대해 묻는다.,,10279,,2000009,TRUE,FALSE
100549,‘큰일이다. 또 과학이야기를..’,,10278,,,FALSE,FALSE
100550,‘시작했어..’,,10278,,,FALSE,FALSE
100551,급하게 자리를 뜬다.,,,,,FALSE,FALSE
100552,뒷걸음 질로 자리를 피한다.,,,,,FALSE,FALSE
100553,‘큰일이다. 또 과학이야기를..’,,10280,,,FALSE,FALSE
100554,‘시작했어..’,,10280,,,FALSE,FALSE
100555,급하게 자리를 뜬다.,,,,,FALSE,FALSE
100556,뒷걸음 질로 자리를 피한다.,,,,,FALSE,FALSE
100557,“박사.아침부터..”,,10282,,,FALSE,FALSE
100558,“무슨일인데 그럽니까?”,,10282,,,FALSE,FALSE
100559,“어떤 전략 무기 인가요?”,,10283,,,FALSE,FALSE
100560,“무슨 무기 인가요?”,,10283,,,FALSE,FALSE
100561,“이건.. 어느정도의..”,,10284,,,FALSE,FALSE
100562,“위력 인가요?”,,10284,,,FALSE,FALSE
100563,“그 정도도..”,,10285,,,FALSE,FALSE
100564,“엄청난 위력입니다.”,,10285,,,FALSE,FALSE
100565,사용한다.,,10286,,2000009,FALSE,FALSE
100566,사용하지 않는다.,,10297,,2000009,TRUE,FALSE
100567,“나는 사용할..”,,10287,,,FALSE,FALSE
100568,“생각이네.”,,10287,,,FALSE,FALSE
100569,“고통은 적겠군.”,,10288,,2000009,FALSE,FALSE
100570,“깔끔하고 뒤에 아무것도 남지 않겠군.”,,10293,,2000009,FALSE,FALSE
100571,“그렇다.”,,10289,,2000009,FALSE,FALSE
100572,“아니다.”,,10291,,2000009,FALSE,FALSE
100573,“그냥 마치..”,,10290,,,FALSE,FALSE
100574,“모래가 바람에 날리듯 사라질 뿐이지.”,,10290,,,FALSE,FALSE
100575,‘병사들은 체스말에 불과하다..’,,,"병력 40 상승,카르마 10 하락",,FALSE,FALSE
100576,‘언제든 죽게될 전장에서 그들에게 이정도는 자비가 아닐까?’,,,"병력 40 상승,카르마 10 하락",,FALSE,FALSE
100577,“그저..이건..”,,10292,,,FALSE,FALSE
100578,“최소한의 도리가 아닐까.”,,10292,,,FALSE,FALSE
100579,‘지금은 나를 믿어야한다..’,,,"병력 40 상승,카르마 20 하락",,FALSE,FALSE
100580,‘이 선택이 내가 할 수있는 최선의 도리라고.’,,,"병력 40 상승,카르마 20 하락",,FALSE,FALSE
100581,“광범위한 살상무기도 아니고..”,,10294,,,FALSE,FALSE
100582,“장기적인 피해가 있는 것도 아니네.”,,10294,,,FALSE,FALSE
100583,“지금 당장 폭격기에 무장시키도록.”,,10295,"병력 40 상승,카르마 40 하락",2000009,FALSE,FALSE
100584,“박사에게 대량 생산을 요청하도록.”,,10296,"물자 20 하락,카르마 40 하락",2000009,FALSE,FALSE
100585,‘이 무기로 종전을..’,,,,,FALSE,FALSE
100586,‘앞당길 수 있다면..’,,,,,FALSE,FALSE
100587,‘프란츠의 국민들을 위해서라도..’,,,,,FALSE,FALSE
100588,‘이 전쟁을 끝내야한다.’,,,,,FALSE,FALSE
100589,“나는 사용하지..”,,10298,,,FALSE,FALSE
100590,“않을 생각이네.”,,10298,,,FALSE,FALSE
100591,“그래 어쩌면 그럴지도 모르지 하지만”,,10299,,2000009,FALSE,FALSE
100592,“아니.. 병사들은 죄가 없어.”,,10303,,2000009,FALSE,FALSE
100593,“이 무기는 절대..”,,10300,,,FALSE,FALSE
100594,“자비와는 거리가 머네.”,,10300,,,FALSE,FALSE
100595,“일리가 있군.”,,10301,"리더십 20 하락,카르마 10 상승",2000009,FALSE,FALSE
100596,“그것과는 다르네.”,,10302,"리더십 20 상승,카르마 40 상승",2000009,FALSE,FALSE
100597,“이 이야기는..”,,,,,FALSE,FALSE
100598,“그만하지.”,,,,,FALSE,FALSE
100599,“그것이 어떻게..”,,,,,FALSE,FALSE
100600,“다른 것들과 같단 말인가.”,,,,,FALSE,FALSE
100601,“그런 청년들을 먼지도 남지 않게 사라지게 하는건 옳지 않네.”,,10304,,2000009,FALSE,FALSE
100602,“우리가 베풀어야 하는 자비는 전쟁을 일찍 끝내는 걸세.”,,10306,,2000009,FALSE,FALSE
100603,“이해해줬다면..”,,10305,,,FALSE,FALSE
100604,“그걸로 됐네”,,10305,,,FALSE,FALSE
100605,‘가족 품으로 돌아갈 흔적..’,,,"리더십 40 상승,카르마 40 상승",,FALSE,FALSE
100606,‘그것 마저 앗아가는건.. 인간의 도리가 아냐.’,,,"리더십 40 상승,카르마 40 상승",,FALSE,FALSE
100607,“우린 다른 방법을 찾아야 하네.”,,10307,,,FALSE,FALSE
100608,“더 좋은 방안이 있을 걸세.”,,10307,,,FALSE,FALSE
100609,“아무리 전쟁이 빨리 끝나도..”,,,"리더십 20 하락,카르마 20 상승",,FALSE,FALSE
100610,“이 방법은 아냐..”,,,"리더십 20 하락,카르마 20 상승",,FALSE,FALSE
100611,“기억나지 않는..”,,10309,,,FALSE,FALSE
100612,“꿈을 꾼 기분이야.”,,10309,,,FALSE,FALSE
100613,‘익숙한 복도와 풍경이다.’,,10310,,2000009,FALSE,FALSE
100614,‘꿈에서 본듯한 풍경이다.’,,10312,,2000009,FALSE,FALSE
100615,‘이 느낌은 뭘까..’,,10311,,,FALSE,FALSE
100616,‘알 수 없는 기시감이 든다.’,,10311,,,FALSE,FALSE
100617,병사들을 향해 간단하게 손짓한다.,,10314,,,FALSE,FALSE
100618,똑같이 경례로 받아준다.,,10314,리더십 10 상승,,FALSE,FALSE
100619,‘흐릿한 기억과..’,,10313,,,FALSE,FALSE
100620,‘많이 닮아있어.’,,10313,,,FALSE,FALSE
100621,병사들을 향해 간단하게 손짓한다.,,10314,,,FALSE,FALSE
100622,똑같이 경례로 받아준다.,,10314,리더십 10 상승,,FALSE,FALSE
100623,“저기..”,,10315,리더십 10 하락,2000009,FALSE,FALSE
100624,“부관.”,,10318,,2000009,FALSE,FALSE
100625,“놀랐다면..”,,10316,,,FALSE,FALSE
100626,“미안하네.”,,10316,,,FALSE,FALSE
100627,“그래 잘 부탁한다.”,,10317,,,FALSE,FALSE
100628,“너무 굳어 있지 말게”,,10317,,,FALSE,FALSE
100629,“날 찾아온 사람?”,,10321,,,FALSE,FALSE
100630,‘누구지?’,,10321,,,FALSE,FALSE
100631,“잘 부탁하네.”,,10319,,,FALSE,FALSE
100632,“만나서 반갑네.”,,10319,,,FALSE,FALSE
100633,“그래.”,,10320,리더십 10 상승,,FALSE,FALSE
100634,“다..당연히 기억해야지.”,,10320,리더십 10 상승,,FALSE,FALSE
100635,“날 찾아온 사람?”,,10321,,,FALSE,FALSE
100636,‘누구지?’,,10321,,,FALSE,FALSE
100637,“병과학전략화사령부의 담당자 이시죠?”,,10322,,,FALSE,FALSE
100638,“병과학전략화사령부 소속이시죠?”,,10322,,,FALSE,FALSE
100639,“예?”,,10323,,2000009,FALSE,FALSE
100640,뭔가 소름끼친다.,,10324,,2000009,FALSE,FALSE
100641,‘이상한 사람이다.’,,,,,FALSE,FALSE
100642,‘일이나 해야겠다.’,,,,,FALSE,FALSE
100643,‘이상한 사람이다.’,,,,,FALSE,FALSE
100644,‘일이나 해야겠다.’,,,,,FALSE,FALSE
100645,‘커피 생각을 하니..’,,10326,,,FALSE,FALSE
100646,‘왠지 모르게 흙물 맛이 입에 퍼진다.’,,10326,,,FALSE,FALSE
100647,‘향도 좋고..’,,10327,,,FALSE,FALSE
100648,‘맛이 훌륭하다.’,,10327,,,FALSE,FALSE
100649,슈뢰딩거 박사에 대해 묻는다.,,10328,,2000009,TRUE,FALSE
100650,현재 물자상황에 대해 묻는다.,,,,2000009,FALSE,FALSE
100651,“병사들 사이에서..”,,10329,,,FALSE,FALSE
100652,“평가는 어떤가?”,,10329,,,FALSE,FALSE
100653,“확실히..”,,10330,,,FALSE,FALSE
100654,“좀 특이한 사람이긴 하지.”,,10330,,,FALSE,FALSE
100655,“병사들의 끼니가 문제인가..”,,,,,FALSE,FALSE
100656,“식료품이 문제인가..”,,,,,FALSE,FALSE
100657,“그리고..”,,,,,FALSE,FALSE
100658,“계속해보게”,,,,,FALSE,FALSE
100659,‘안정된 보급이라..’,,,,,FALSE,FALSE
100660,‘어쩌면 좋지..’,,,,,FALSE,FALSE
100661,“그건..”,,,,,FALSE,FALSE
100662,“큰일이군..”,,,,,FALSE,FALSE
100663,“맞아.. 그녀석이라면..”,,,,,FALSE,FALSE
100664,“부탁해봐야겠군..”,,,,,FALSE,FALSE
100665,‘이 녀석을 괜히 자극할 필요는 없다.’,,,정치력 10 상승,2000009,FALSE,FALSE
100666,‘이런 상대일수록 강하게 나가야한다!’,,,정치력 10 하락,2000009,FALSE,FALSE
100667,‘오랜만이야 미셸.’,,,,,FALSE,FALSE
100668,‘잘 지내고 있는가? 미셸’,,,,,FALSE,FALSE
100669,"‘이봐, 미셸 소령. 하고 싶은 말이 있네만.’",,,,,FALSE,FALSE
100670,‘소령. 잠시 나와 이야기 하지.’,,,,,FALSE,FALSE
100671,옷 앞주머니에서 휴대용 전화기를 꺼낸다.,,,,,FALSE,FALSE
100672,홀로그램 통신 장비를 킨다.,,,,,FALSE,FALSE
100673,“오랜만이군. 미셸”,,10340,,,FALSE,FALSE
100674,“자네의 도움이 필요하네. 소령”,,10340,,,FALSE,FALSE
100675,“우리 사사로운 감정은..”,,10341,,,FALSE,FALSE
100676,“접어두고 이야기를 들어주시게.”,,10341,,,FALSE,FALSE
100677,“지금 우리부대 상황이 좋지 않네.”,,10342,,,FALSE,FALSE
100678,“식료품 지원이 필요하네.”,,10342,,,FALSE,FALSE
100679,“자네의 인맥의 도움을..”,,10343,,,FALSE,FALSE
100680,“좀 받을 수 있을까?”,,10343,,,FALSE,FALSE
100681,레이몬드 백작을 소개 시켜 달라고 한다.,,10344,,2000009,TRUE,FALSE
100682,로즈웰 백작을 소개 시켜 달라고 한다.,,10355,,2000009,TRUE,FALSE
100683,지위를 이용해 본다.,,10345,,2000009,FALSE,FALSE
100684,유명세를 이용한다.,,10346,,2000009,FALSE,FALSE
100685,생각을 바꾸지 않는다.,,10347,,2000009,FALSE,FALSE
100686,다른 관심사가 있는지 물어본다.,,10351,,2000009,FALSE,FALSE
100687,생각을 바꾸지 않는다.,,10347,,,FALSE,FALSE
100688,다른 관심사가 있는지 물어본다.,,10351,,,FALSE,FALSE
100689,“고맙네.”,,10348,,,FALSE,FALSE
100690,“자네의 도움 꼭 보담하겠네”,,10348,,,FALSE,FALSE
100691,‘전시 사령부에 요청하자.’,,10349,"물자 10 상승,정치력 10 하락",2000009,FALSE,FALSE
100692,‘최전방 지휘관의 부탁이다.’,,10350,정치력 40 하락,2000009,FALSE,FALSE
100693,‘급한 물품들이긴 한데..’,,,,,FALSE,FALSE
100694,‘턱없이 부족하군.’,,,,,FALSE,FALSE
100695,‘젠장..’,,,,,FALSE,FALSE
100696,‘자린고비 녀석..’,,,,,FALSE,FALSE
100697,“고맙네.”,,10352,,,FALSE,FALSE
100698,“자네의 도움 꼭 보담하겠네”,,10352,,,FALSE,FALSE
100699,구할 수 있는 귀한 술을 구해본다.,,10353,정치력 40 하락,2000009,FALSE,FALSE
100700,전장 근처 마을에서 여성을 차출한다.,,10354,"물자 20 상승,정치력 10 상승,카르마 40 하락",2000009,TRUE,FALSE
100701,‘젠장..’,,,,,FALSE,FALSE
100702,‘자린고비 녀석..’,,,,,FALSE,FALSE
100703,‘급한 물품들이긴 한데..’,,,,,FALSE,FALSE
100704,‘턱없이 부족하군.’,,,,,FALSE,FALSE
100705,지위를 이용해 본다.,,10356,,2000009,FALSE,FALSE
100706,유명세를 이용한다.,,10363,,2000009,FALSE,FALSE
100707,전시 사령부를 통해 압박한다.,,10357,,2000009,FALSE,FALSE
100708,연줄은 없지만 난 대령이다.,,10360,,2000009,FALSE,FALSE
100709,“고맙네.”,,10358,,,FALSE,FALSE
100710,“자네 덕분이네.”,,10358,,,FALSE,FALSE
100711,‘내 생각이..’,,10359,,,FALSE,FALSE
100712,‘맞기를 바래야지.’,,10359,,,FALSE,FALSE
100713,‘이 정도면..’,,,"정치력 40 하락,물자 40 상승",,FALSE,FALSE
100714,‘문제 없겠어.’,,,"정치력 40 하락,물자 40 상승",,FALSE,FALSE
100715,“고맙네.”,,10361,,,FALSE,FALSE
100716,“자네 덕분이네.”,,10361,,,FALSE,FALSE
100717,‘지금은 전시이다.’,,10362,,,FALSE,FALSE
100718,‘내 부탁을 거절 할 수 없을 것이다.’,,10362,,,FALSE,FALSE
100719,‘이거라도..’,,,"정치력 20 하락,물자 10 상승",,FALSE,FALSE
